Exchange Date,Open,Return,Missing
16-Apr-2022,40397.62,1.23%,
27-Feb-2022,39477.3,1.23%,
11-Oct-2021,55339,1.23%,
05-May-2023,28882,1.24%,
13-Oct-2020,11564.99,1.25%,
29-Dec-2019,7311.9,1.25%,
19-Dec-2018,3533.6,1.25%,
12-Aug-2022,24211,1.26%,
10-Oct-2021,54664.34,1.26%,
26-Apr-2022,40171.04,1.26%,
06-Oct-2020,10744,1.27%,
21-Aug-2020,11864,1.27%,
12-Nov-2021,65085.5,1.28%,
04-Aug-2022,23324.31,1.29%,
16-Oct-2020,11542,1.30%,
23-Jul-2018,7508.27,1.31%,
23-May-2020,9178.32,1.31%,
27-Feb-2023,23235.25,1.31%,
06-Jun-2018,7627.9,1.31%,
23-Dec-2020,23439.64,1.32%,
10-Oct-2020,11036.98,1.32%,
13-Jun-2020,9461.83,1.32%,
13-Dec-2020,18349.75,1.33%,
17-Jul-2022,21199.59,1.33%,
15-Aug-2020,11768.33,1.33%,
08-Feb-2023,23222.02,1.34%,
24-Oct-2022,19470,1.34%,
19-Apr-2022,40659.22,1.34%,
15-Jul-2018,6266.08,1.35%,
24-Jun-2019,10841.33,1.35%,
02-Sep-2019,9615.9,1.35%,
13-Sep-2021,45930,1.35%,
11-Sep-2022,21460.75,1.36%,
28-May-2023,27121,1.36%,
12-Feb-2023,21826,1.37%,
16-Jul-2018,6352.37,1.38%,
07-Aug-2020,11852.75,1.38%,
04-Aug-2020,11387.25,1.39%,
23-Apr-2023,27638,1.39%,
16-Dec-2018,3202.1,1.40%,
15-Feb-2020,10316,1.40%,
13-May-2019,7071.91,1.40%,
18-May-2023,27335,1.41%,
21-Aug-2018,6453.35,1.41%,
23-Jan-2019,3571.11,1.42%,
28-Dec-2021,50988.46,1.43%,
01-Mar-2019,3802.51,1.43%,
21-Oct-2020,11907.71,1.43%,
23-Jul-2021,32234.53,1.43%,
26-Jun-2018,6266.68,1.46%,
25-Oct-2020,13127.38,1.47%,
07-Sep-2020,10239.53,1.47%,
07-Jan-2020,7571.19,1.47%,
11-Apr-2019,5296.87,1.47%,
26-Jul-2021,34436.11,1.47%,
13-Feb-2020,10387.25,1.49%,
10-Jan-2023,17179,1.50%,
17-Feb-2023,24539,1.50%,
25-Jan-2020,8513.2,1.50%,
03-Sep-2018,7303.3,1.52%,
26-Feb-2022,38996.75,1.52%,
17-May-2020,9379.72,1.53%,
24-Aug-2018,6423,1.53%,
09-Mar-2019,3929.1,1.53%,
01-Jun-2021,36700,1.54%,
26-Mar-2022,44572.23,1.54%,
17-Mar-2023,24752,1.55%,
12-Aug-2021,46350,1.55%,
22-May-2019,8090.25,1.55%,
08-Sep-2019,10518.54,1.55%,
20-Apr-2022,41289.91,1.55%,
27-Apr-2023,28414,1.55%,
19-Jan-2022,42381.01,1.56%,
16-May-2023,27351.67,1.56%,
04-Dec-2020,19460.75,1.58%,
02-Oct-2019,8366.89,1.58%,
02-May-2021,57719.35,1.58%,
30-Jan-2022,38391,1.58%,
07-Dec-2021,50104.35,1.59%,
30-Oct-2021,62379.71,1.59%,
03-Apr-2018,6937.21,1.59%,
21-Feb-2021,56518.48,1.59%,
14-Apr-2019,5123.8,1.60%,
19-Apr-2019,5308.5,1.62%,
30-Nov-2022,16458,1.62%,
07-Apr-2019,5078.53,1.62%,
09-Mar-2021,51888.64,1.63%,
16-Apr-2021,63398.46,1.63%,
26-Aug-2018,6716,1.63%,
20-Mar-2021,58426.89,1.63%,
19-Sep-2018,6311.19,1.63%,
11-Apr-2022,43111.21,1.64%,
01-Jun-2022,31767.75,1.64%,
25-Feb-2021,48745.82,1.65%,
12-May-2020,8634,1.65%,
08-Jul-2021,34532.38,1.66%,
18-Sep-2022,20079,1.67%,
04-Jan-2018,15027.1,1.67%,
10-Feb-2020,10099.25,1.68%,
10-Jul-2019,12402.25,1.68%,
15-Mar-2023,24641,1.68%,
16-Sep-2020,10870.5,1.68%,
08-Aug-2019,11859.55,1.69%,
25-Jul-2022,22707.62,1.70%,
11-Jan-2023,17471.75,1.70%,
20-Jun-2021,36104.3,1.72%,
21-Feb-2023,24774.25,1.72%,
23-Sep-2022,19246,1.72%,
09-Jun-2020,9701.86,1.74%,
24-Aug-2022,21486.75,1.75%,
29-May-2023,27595,1.75%,
27-Mar-2023,27860.75,1.75%,
09-Mar-2022,38492.87,1.76%,
01-Aug-2020,11341.8,1.76%,
02-Mar-2023,23557,1.77%,
21-Dec-2022,16880,1.77%,
03-May-2019,5403.97,1.78%,
16-Mar-2022,39417.18,1.79%,
24-Aug-2019,10360.03,1.79%,
26-Nov-2019,7203.5,1.79%,
22-Feb-2021,57531.19,1.79%,
11-Mar-2020,7994.39,1.80%,
27-Aug-2019,10261.5,1.80%,
12-Jun-2021,37132.84,1.80%,
27-May-2019,8016.1,1.81%,
14-Jun-2019,8267.1,1.81%,
03-May-2018,9179.9,1.81%,
16-Dec-2021,49170.22,1.81%,
12-Dec-2021,48795.42,1.82%,
25-Jan-2018,11204.47,1.83%,
20-Sep-2020,11088.13,1.84%,
11-Aug-2020,11854.11,1.85%,
06-Jan-2020,7461.5,1.85%,
27-Sep-2018,6497.35,1.86%,
09-Jul-2020,9426.08,1.87%,
01-Sep-2018,7044.5,1.88%,
10-Jan-2021,40857.4,1.91%,
04-Oct-2021,48939.75,1.91%,
26-Apr-2023,27979,1.92%,
05-Apr-2020,6871.65,1.92%,
24-Dec-2018,3956.07,1.93%,
12-Jul-2021,33973.59,1.95%,
29-Apr-2022,39872.33,1.95%,
02-Jun-2020,9679.2,1.96%,
29-Aug-2020,11502.91,1.97%,
23-Apr-2018,8949.41,1.97%,
09-May-2020,10000,1.97%,
03-Jun-2022,30212.22,1.98%,
07-Nov-2020,15547.14,1.98%,
15-Apr-2018,8067.64,1.99%,
06-Aug-2022,22962.23,2.00%,
27-Jul-2020,9930.81,2.00%,
23-Apr-2019,5368.86,2.00%,
22-Jun-2022,20840.5,2.00%,
23-Dec-2019,7308.71,2.03%,
18-Oct-2020,11542,2.03%,
17-Mar-2019,3978.4,2.03%,
13-Nov-2020,16153.31,2.04%,
23-May-2022,29991.79,2.07%,
05-Nov-2020,14021.01,2.07%,
08-Nov-2021,62485.41,2.08%,
09-Oct-2020,10893.53,2.09%,
19-Aug-2019,10398,2.09%,
31-Jan-2020,9545.14,2.09%,
16-Aug-2019,10368,2.09%,
27-Mar-2020,6741.29,2.09%,
30-Oct-2020,13498.46,2.09%,
20-Mar-2023,27980,2.10%,
15-May-2018,8810.09,2.10%,
04-Oct-2022,19599,2.10%,
05-Jun-2020,9785.36,2.10%,
13-Dec-2018,3441.25,2.11%,
18-Oct-2022,19536.5,2.11%,
23-Oct-2020,13127.38,2.12%,
02-Sep-2018,7193.83,2.12%,
13-May-2020,8817.13,2.12%,
19-Sep-2021,47964.52,2.12%,
09-Dec-2022,17184,2.12%,
12-Mar-2023,20527,2.13%,
01-Aug-2021,41535.38,2.13%,
08-Sep-2022,19384,2.13%,
10-Jul-2021,33521.78,2.14%,
15-Jun-2019,8444.9,2.15%,
24-Nov-2022,16472,2.15%,
09-Dec-2019,7530.7,2.15%,
27-Jan-2020,8550.76,2.16%,
12-Apr-2021,59835.75,2.16%,
19-Mar-2023,27405,2.16%,
03-Jun-2018,7606.05,2.16%,
29-Mar-2019,4089.9,2.17%,
17-Feb-2018,10082.33,2.17%,
13-Jan-2021,34678.65,2.20%,
13-Feb-2021,47958.37,2.20%,
03-Jul-2019,10705.25,2.21%,
09-Nov-2020,15582.91,2.22%,
13-Jan-2018,13763,2.22%,
06-May-2023,29526,2.23%,
30-Mar-2021,57241.15,2.24%,
30-Jul-2020,11223.25,2.24%,
23-Feb-2022,37900.5,2.25%,
28-Mar-2019,4003.18,2.26%,
10-Aug-2019,11854,2.27%,
27-Aug-2020,11513.25,2.27%,
22-Jul-2020,9380.45,2.29%,
24-Aug-2021,49503.25,2.29%,
05-Jul-2021,35515.63,2.29%,
09-May-2021,59009.03,2.30%,
14-Mar-2019,3953.1,2.30%,
12-Jan-2022,42680.03,2.31%,
24-Jul-2020,9595.83,2.32%,
13-Sep-2019,10328.5,2.33%,
25-Feb-2022,38412.21,2.34%,
26-Jul-2019,9870.5,2.34%,
16-Sep-2021,47926.16,2.37%,
31-Jul-2021,40668.17,2.37%,
20-Oct-2020,11739.62,2.38%,
18-Mar-2019,4073.4,2.39%,
04-Mar-2018,11290.43,2.39%,
06-Mar-2021,49039.86,2.39%,
09-Aug-2020,11852.75,2.40%,
10-Nov-2021,67709.28,2.40%,
02-Nov-2020,13823.08,2.40%,
14-Apr-2018,7910,2.41%,
29-Jun-2020,9160,2.41%,
05-Apr-2023,28260.5,2.42%,
18-Mar-2021,57750,2.43%,
16-Oct-2018,6388.12,2.43%,
13-Mar-2023,21027,2.44%,
09-Apr-2019,5250.97,2.45%,
13-Jun-2019,8120.19,2.46%,
01-May-2019,5251.7,2.46%,
19-Jul-2022,21488,2.46%,
20-Jan-2019,3701.72,2.47%,
31-Mar-2021,58665.71,2.49%,
11-Mar-2019,3987,2.49%,
23-Feb-2020,9910.05,2.49%,
19-Jan-2018,11639.03,2.50%,
18-Jan-2020,8904.14,2.51%,
19-Mar-2022,41744.29,2.52%,
18-Jun-2019,9300,2.53%,
10-Sep-2020,10262,2.53%,
25-Jun-2022,21318.97,2.53%,
19-Apr-2020,7241.6,2.55%,
04-Jun-2021,38701.82,2.55%,
26-Jan-2021,32690.1,2.55%,
24-Nov-2021,57707.97,2.56%,
30-Jan-2023,23596,2.56%,
09-Apr-2021,57666.75,2.57%,
14-May-2018,8629.01,2.57%,
08-May-2019,5839.25,2.57%,
06-Feb-2022,41692.75,2.58%,
03-Jun-2019,8680.37,2.58%,
28-Apr-2022,39109.25,2.59%,
29-Oct-2022,20937,2.59%,
13-Jan-2022,43791.18,2.60%,
14-Sep-2018,6469.33,2.61%,
29-Sep-2022,19569,2.61%,
07-Jul-2020,9275.03,2.61%,
28-Feb-2021,46857.75,2.62%,
24-Jul-2018,7705.92,2.63%,
26-Nov-2021,58843.86,2.65%,
03-Sep-2021,49550.91,2.66%,
25-Sep-2022,19127,2.66%,
20-Aug-2019,10675.5,2.67%,
22-Nov-2018,4450,2.67%,
30-Nov-2019,7766,2.67%,
06-Dec-2019,7372,2.68%,
02-Sep-2021,48267.16,2.69%,
21-May-2018,8512.73,2.70%,
01-Jun-2018,7531.26,2.71%,
25-Dec-2018,4064.32,2.74%,
11-Apr-2018,6837.05,2.75%,
19-May-2019,7288.25,2.77%,
11-Nov-2019,9034.88,2.78%,
27-Oct-2022,20752,2.78%,
25-Nov-2020,18949.05,2.81%,
05-Jul-2022,19750.75,2.84%,
12-Nov-2020,15829.75,2.86%,
08-Oct-2019,8217.5,2.86%,
15-Feb-2023,22255,2.88%,
12-May-2021,56902.4,2.88%,
25-Aug-2018,6608.31,2.89%,
20-Feb-2018,11064.07,2.89%,
10-Aug-2018,6494.5,2.90%,
21-Oct-2021,65992.78,2.90%,
14-Oct-2021,56969.58,2.91%,
08-Aug-2021,43972.18,2.92%,
24-Sep-2021,44705.75,2.92%,
04-Sep-2019,10712.5,2.93%,
06-Aug-2021,40896,2.93%,
28-Nov-2018,3766,2.93%,
14-Jan-2018,14170.43,2.96%,
25-May-2019,8108,2.96%,
09-Apr-2020,7324.75,2.97%,
29-May-2020,9442.25,3.00%,
17-Jun-2019,9070.93,3.00%,
27-May-2021,38755.25,3.00%,
02-Sep-2020,12027,3.00%,
26-Jan-2023,23591,3.01%,
01-Oct-2019,8236.75,3.02%,
13-Dec-2021,50269.89,3.02%,
05-Nov-2019,9438.5,3.02%,
22-Apr-2018,8776.57,3.03%,
06-Apr-2019,4997.37,3.04%,
05-Jul-2019,11723,3.05%,
16-Jul-2019,10799,3.05%,
08-May-2021,57683.25,3.07%,
21-Nov-2021,59638.24,3.08%,
16-Apr-2018,8316.21,3.08%,
15-Feb-2021,48644.78,3.09%,
16-Nov-2022,16889.5,3.09%,
16-Jan-2018,13918.91,3.10%,
10-May-2019,6081.8,3.11%,
16-May-2022,30260.8,3.13%,
28-Sep-2018,6701.7,3.15%,
15-Dec-2021,48294.04,3.15%,
07-Sep-2021,51922.75,3.15%,
23-Nov-2022,16125,3.17%,
02-Feb-2023,23683,3.19%,
22-Aug-2022,21481.25,3.21%,
13-Aug-2020,11572.12,3.25%,
17-Mar-2018,8516.33,3.25%,
19-Apr-2023,30420,3.26%,
17-Apr-2019,5185,3.27%,
23-Apr-2020,7116.25,3.27%,
11-Aug-2022,23910.5,3.30%,
10-Sep-2018,6375.49,3.31%,
09-Feb-2020,9932.86,3.34%,
19-Jun-2018,6726.78,3.36%,
31-Aug-2020,11662,3.38%,
09-Jul-2018,6745,3.39%,
19-Apr-2018,8187.13,3.40%,
24-Mar-2023,28333,3.41%,
14-Dec-2022,17763.25,3.42%,
23-Mar-2022,42597.83,3.43%,
11-May-2019,6291.06,3.44%,
06-Jul-2022,20430.55,3.44%,
21-Apr-2018,8518.61,3.44%,
11-Jun-2019,7949,3.46%,
30-Jan-2020,9350,3.47%,
07-May-2020,9250,3.48%,
28-Mar-2021,55900.78,3.48%,
21-Nov-2020,18582,3.49%,
28-May-2020,9167.45,3.49%,
20-May-2022,30232.98,3.52%,
25-Mar-2018,8923.44,3.55%,
06-Mar-2019,3832.04,3.58%,
11-Jan-2020,8069.76,3.58%,
23-Jun-2020,9641.66,3.59%,
12-Apr-2023,30194,3.60%,
12-Oct-2021,57334.49,3.61%,
25-Mar-2022,43897.03,3.62%,
02-Jul-2022,19403.06,3.63%,
28-Apr-2021,55194.32,3.64%,
15-Sep-2021,46818.89,3.64%,
03-May-2020,10000,3.65%,
24-Dec-2021,50853.68,3.66%,
26-Oct-2021,62526.01,3.68%,
28-Feb-2018,10761.03,3.69%,
18-Aug-2018,6479.99,3.69%,
09-Aug-2022,24068.84,3.69%,
03-May-2023,28695,3.71%,
24-Apr-2019,5568.3,3.71%,
02-Mar-2018,10925.1,3.72%,
12-Aug-2018,6415.97,3.75%,
02-Aug-2019,10406.5,3.77%,
30-May-2018,7496.73,3.78%,
12-Feb-2020,10234.75,3.79%,
05-Oct-2022,20343,3.80%,
20-Dec-2018,3668.1,3.81%,
06-May-2021,56858.73,3.85%,
15-May-2020,9656.5,3.88%,
07-Jul-2019,11457.74,3.89%,
27-Mar-2021,54018.61,3.90%,
22-Jun-2019,9933.88,3.90%,
13-Sep-2022,22398,3.91%,
11-Apr-2023,29145,3.91%,
03-Jun-2021,37739.05,3.91%,
21-Oct-2019,8151,3.91%,
01-Dec-2022,17103,3.92%,
18-May-2020,9748.47,3.93%,
03-Nov-2021,63124.31,3.94%,
30-Mar-2023,28392,3.96%,
29-Apr-2018,9326.79,3.98%,
22-Jan-2023,23206,3.98%,
25-Sep-2020,10632.4,4.01%,
28-Aug-2021,48915.33,4.01%,
22-Mar-2020,6333.23,4.03%,
15-Jan-2021,38772.4,4.04%,
30-Jan-2021,34601.81,4.04%,
10-Aug-2021,45442.55,4.11%,
06-Mar-2018,11558.53,4.12%,
15-Jan-2019,3662.42,4.13%,
18-Aug-2020,12324.5,4.15%,
15-Sep-2020,10690.91,4.17%,
16-Feb-2022,44009.75,4.18%,
14-Jun-2021,37506.39,4.18%,
25-Jan-2022,36814.44,4.18%,
02-Feb-2021,33656.99,4.19%,
26-Oct-2022,20191,4.21%,
12-Feb-2021,46925,4.23%,
29-Oct-2021,61401.75,4.23%,
06-Aug-2020,11691.54,4.24%,
08-Feb-2018,8084.72,4.25%,
03-Jul-2018,6587.62,4.25%,
16-Jun-2019,8806.75,4.28%,
28-Apr-2023,29632,4.29%,
17-Apr-2020,7057.49,4.29%,
26-Dec-2020,24412.6,4.32%,
21-Jun-2019,9560.75,4.33%,
30-Jun-2021,36148.75,4.33%,
14-May-2022,29765.83,4.34%,
14-Apr-2022,41264,4.38%,
05-Aug-2021,39733.39,4.39%,
06-Mar-2020,9111.37,4.42%,
29-Jan-2022,37792.4,4.42%,
25-Jul-2021,33935.75,4.44%,
21-Aug-2021,48653.93,4.44%,
02-Aug-2020,11848.5,4.47%,
07-Aug-2021,42724.49,4.47%,
03-Jan-2019,3883.26,4.47%,
20-Oct-2021,64130.46,4.50%,
28-Jun-2021,32712.65,4.53%,
22-Dec-2021,49100.25,4.53%,
28-Oct-2020,13615.91,4.53%,
21-May-2021,40061.2,4.57%,
04-Feb-2021,37306.25,4.60%,
20-Aug-2021,46583.75,4.60%,
08-Jun-2019,8043.25,4.61%,
28-Oct-2019,9672.75,4.61%,
04-Aug-2019,10885.29,4.63%,
26-Jun-2019,11360.62,4.64%,
10-Feb-2018,8540.21,4.65%,
10-Mar-2021,54305.5,4.66%,
17-Mar-2022,41253.81,4.66%,
20-Dec-2020,24004.08,4.76%,
24-Jun-2022,20792.73,4.78%,
13-Apr-2020,7119.83,4.78%,
04-Jul-2021,34718.97,4.79%,
11-Mar-2021,56912.83,4.80%,
07-Jun-2022,31429.27,4.85%,
12-Oct-2020,11422.32,4.85%,
17-Jul-2018,6661.19,4.86%,
28-Jan-2020,8969.6,4.90%,
06-Oct-2021,51407,4.93%,
14-Dec-2020,19265.03,4.99%,
29-Jul-2021,39943.73,5.00%,
16-Aug-2018,6374.99,5.02%,
04-Jan-2020,7307.58,5.06%,
08-Mar-2021,51057.91,5.07%,
17-Nov-2020,16705.7,5.08%,
07-Jun-2023,26953,5.11%,
01-Aug-2019,10028.25,5.13%,
15-Jul-2022,20670.25,5.17%,
04-May-2018,9654.87,5.17%,
22-Sep-2018,6706,5.19%,
14-Jan-2023,19812.31,5.21%,
04-May-2019,5686.25,5.22%,
03-Mar-2020,8941.51,5.30%,
19-Feb-2020,10153.52,5.33%,
05-May-2022,39800.04,5.40%,
02-Mar-2022,43890.01,5.40%,
29-Aug-2018,7084.07,5.40%,
25-Mar-2020,6751.94,5.40%,
14-May-2020,9295.61,5.43%,
29-Jul-2022,24029.84,5.45%,
25-Jun-2021,34861.5,5.46%,
14-Apr-2021,63220.25,5.48%,
15-Jan-2023,20902,5.50%,
31-May-2021,36144.79,5.51%,
10-Oct-2019,8579.81,5.56%,
18-Nov-2020,17636.9,5.57%,
01-Oct-2021,43431.36,5.59%,
05-Nov-2022,21383,5.66%,
25-Apr-2018,9444.89,5.69%,
21-Feb-2018,11700.02,5.75%,
16-May-2019,8164.81,5.76%,
28-Jan-2018,11546.92,5.76%,
21-Mar-2018,8914.66,5.77%,
09-Nov-2021,66122.59,5.82%,
08-Feb-2022,44100.17,5.84%,
10-Feb-2021,47331.6,5.85%,
24-Apr-2020,7536.36,5.90%,
07-Jan-2019,4063.08,5.91%,
07-Feb-2021,40101,5.92%,
29-Jun-2021,34650.05,5.92%,
08-Jan-2020,8020,5.93%,
03-Feb-2021,35667.11,5.97%,
02-Dec-2018,4169.32,5.99%,
08-Apr-2018,6995.57,6.00%,
18-Jan-2018,11355.01,6.01%,
08-May-2020,9806.41,6.02%,
08-Jan-2018,15850.01,6.02%,
06-Feb-2020,9689,6.04%,
28-Nov-2019,7546.12,6.07%,
24-Feb-2019,4178.46,6.07%,
31-Mar-2020,6477.8,6.08%,
08-Jul-2022,21615,6.11%,
30-Nov-2020,18103.75,6.13%,
23-Sep-2021,43436.92,6.15%,
15-Jun-2021,39847.49,6.24%,
16-Feb-2018,9868.27,6.25%,
03-Apr-2020,6742.87,6.26%,
04-Jul-2019,11376.5,6.27%,
07-Jan-2021,35942.15,6.29%,
24-Jan-2018,11003.38,6.31%,
15-Jun-2018,6658.03,6.38%,
24-Mar-2020,6405.78,6.39%,
09-Jul-2019,12197.65,6.43%,
22-Jul-2021,31779.04,6.43%,
07-Apr-2020,7242,6.46%,
13-Jul-2019,11879,6.51%,
21-Jan-2023,22318,6.56%,
04-Apr-2018,7395.13,6.60%,
29-Mar-2022,47967.63,6.72%,
25-Jul-2018,8225,6.74%,
04-Feb-2018,9145.91,6.82%,
23-Jan-2021,33311.02,6.83%,
07-Oct-2021,54925.69,6.84%,
01-Mar-2022,41642.63,6.85%,
20-Feb-2021,55631.74,6.89%,
17-Jan-2021,38772.4,6.96%,
14-Aug-2021,47614.16,7.06%,
01-Dec-2020,19384.5,7.07%,
06-Aug-2019,11718.83,7.09%,
01-May-2021,56821.18,7.23%,
31-May-2022,31254.5,7.23%,
13-Jan-2023,18831,7.25%,
27-Apr-2021,53257.07,7.26%,
29-Jan-2021,33257.55,7.28%,
04-Mar-2021,50951.5,7.41%,
09-Feb-2019,3607.67,7.43%,
31-Dec-2020,28896.96,7.45%,
13-Feb-2018,8823.6,7.46%,
14-Jan-2021,37267.58,7.47%,
15-Jan-2020,8747.25,7.49%,
18-Dec-2020,22793.58,7.50%,
18-Feb-2018,10838.89,7.50%,
23-Jun-2019,10697,7.68%,
01-Jul-2018,6356.43,7.75%,
19-Dec-2019,7133.25,7.79%,
18-Feb-2021,52400.45,7.84%,
22-Oct-2020,12855,7.96%,
14-Mar-2021,61584.4,8.13%,
23-May-2021,38072.35,8.13%,
30-Nov-2021,58324.25,8.16%,
03-Sep-2019,10408.02,8.24%,
10-Jun-2021,36396.96,8.25%,
18-Mar-2023,26826,8.38%,
20-Jul-2022,23299.47,8.43%,
28-Jul-2022,22787.5,8.62%,
16-Feb-2023,24176,8.63%,
10-Dec-2018,3556.52,8.65%,
29-Dec-2018,3893,8.71%,
15-Feb-2018,9287.92,8.73%,
06-Nov-2020,15245.12,8.73%,
10-Mar-2022,41882.61,8.81%,
21-Dec-2018,3992.7,8.85%,
16-Oct-2021,62512.35,8.85%,
06-Jan-2021,33813.69,8.99%,
12-Mar-2018,9633.39,9.03%,
17-Dec-2020,21202.6,9.09%,
28-May-2019,8748.25,9.13%,
07-Feb-2018,7755.08,9.18%,
18-Dec-2018,3489.85,9.19%,
27-Dec-2020,26676.5,9.27%,
02-May-2020,9648,9.35%,
20-May-2019,7978.05,9.46%,
03-Jan-2018,14780.86,9.48%,
10-Sep-2022,21173,9.51%,
19-Jul-2019,10616.98,9.56%,
27-Jul-2021,37730.82,9.57%,
28-Jul-2020,10889.02,9.65%,
18-Jul-2018,7309.49,9.73%,
05-Feb-2022,40645.75,9.96%,
29-Jun-2019,11746,9.97%,
04-Apr-2019,5298.15,10.36%,
08-Jan-2021,39712.12,10.49%,
27-Feb-2018,10378.52,10.75%,
02-Oct-2021,48124.18,10.81%,
19-Feb-2019,3961.9,10.84%,
12-May-2019,6974,10.86%,
14-May-2019,7861.99,11.17%,
18-Mar-2020,5464.78,11.62%,
29-Nov-2018,4215.08,11.92%,
27-Jun-2019,12723.75,12.00%,
13-Apr-2018,7723.94,12.10%,
11-Nov-2022,17796,12.56%,
20-Mar-2018,8428.4,12.67%,6
02-Mar-2021,48858.83,13.16%,1
04-Jan-2021,32909.14,13.53%,11
20-Jun-2022,20213,13.68%,2
21-Jan-2018,12920.31,13.84%,1
14-Mar-2023,24234,15.25%,1
30-Apr-2020,8930.25,15.69%,4
03-Apr-2019,4800.91,16.35%,1
20-Mar-2020,6252.74,17.21%,1
09-Feb-2021,44714.11,17.97%,10
25-May-2021,39024.88,19.79%,4
26-Oct-2019,9674.25,29.74%,0
